Country Code,Country Name,Region Name,Income Group,2006,2007,2008,2009,2010,2011
WSM,Samoa,Oceania,Lower middle,2.13212714677351,0.485982550017255,3.55610467395,-0.541677601834593,6.1247199226125,3.84907794660396
SMR,San Marino,Europe,High,3.83008356545962,7.10932260228034,-0.500939261114581,-10.3209565764632,-5.47368421052632,-8.3147735708983
STP,Sao Tome and Principe,Africa,Lower middle,8.8661083233432,3.64147376565145,6.22878366984561,2.4262823610057,6.67198365652814,4.39820201461627
SAU,Saudi Arabia,Asia,High,2.78840222774237,1.84713025161132,6.24977275479299,-2.05924918993833,5.03948402628657,9.99686516559248
SEN,Senegal,Africa,Low,2.33077098330239,2.82711920133374,3.70316906391386,2.75210448455053,3.39088925336209,1.33409107961258
SRB,Serbia,Europe,Upper middle,5.10779014122984,6.43952555416212,5.6555766215919,-2.73175198917728,0.73104455254213,2.0362766886403
SYC,Seychelles,Africa,Upper middle,9.40612738726611,10.421435950306,-2.14689222961046,-1.10524581747993,5.95496195022609,7.8872797884198
SLE,Sierra Leone,Africa,Low,4.22391427915383,8.05814515228806,5.39828520960739,3.18805121556103,5.34646605237532,6.31504503637646
SGP,Singapore,Asia,High,9.00676607871758,9.02151951268893,1.86348345462035,0.127953382778088,14.5197497108994,6.21493416858989
SVK,Slovak Republic,Europe,High,8.49317674533845,10.8320288129653,5.574886345113,-5.45553286715979,6.71663274983085,2.67145277909515
SVN,Slovenia,Europe,High,5.746396900645,6.98016075450694,3.50984151699558,-7.54843779134178,1.34374847220215,0.861327732719303
SLB,Solomon Islands,Oceania,Lower middle,4.13828031825385,3.63967242948135,6.22596954376191,2.86426790167438,9.70838816928725,7.42994961675907
ZAF,South Africa,Africa,Upper middle,5.60380645895889,5.36047405394162,3.1910438863288,-1.53808913525583,3.03973288127956,3.16855627858818
ESP,Spain,Europe,High,4.10268574072705,3.60473846199818,0.887067045576416,-3.7631070424473,0.162919517758226,-0.814384776648922
LKA,Sri Lanka,Asia,Lower middle,7.66829190107919,6.79682611892866,5.95008814473897,3.53891205317842,8.01596737040464,8.66948301160571
KNA,St. Kitts and Nevis,Americas,Upper middle,3.15038119968223,0.600602326543751,11.1785279683724,-3.37930611341334,0.0436957801502444,1.61673944432464
LCA,St. Lucia,Americas,Upper middle,6.19525729141048,1.69161857433913,4.94932194028057,-2.82889954830628,1.60386238499591,5.48341133345708
VCT,St. Vincent and the Grenadines,Americas,Upper middle,6.99692626758825,3.3229685982929,0.404640808638888,-1.3781936056056,-4.47046793507802,-0.60627665148327
SDN,Sudan,Africa,Lower middle,6.5314117467792,5.73527423664484,3.84674473121058,-2.76770436599138,3.85824195230107,-3.21353209253371
SUR,Suriname,Americas,Upper middle,5.79354358463304,5.11148777773458,4.14340681165626,3.01369898266211,5.16882515225814,5.84936767173009
SWE,Sweden,Europe,High,4.66277355175126,3.43922177600065,-0.450559256743361,-4.33979057452935,5.95210700755608,3.1953332348894
CHE,Switzerland,Europe,High,4.07362844994275,3.9163758177818,2.80798363168692,-2.29737463071545,3.24339733550173,1.81310819203695
SYR,Syrian Arab Republic,Asia,Lower middle,5.04619555585526,5.67459177685805,4.47667273608019,5.91204279337705,5.19190584075331,2.8500028435797
TJK,Tajikistan,Asia,Low,7.00000321108996,7.80000011872161,7.89999827154939,3.90000114826496,6.49999908585235,7.40000059956709
TZA,Tanzania,Africa,Low,6.5322213903017,6.76853520180663,5.68641685976419,5.26910524791853,6.33652342747494,7.67215543499384
THA,Thailand,Asia,Lower middle,4.96781089246107,5.43515169050809,1.72569884866334,-0.690618232300579,7.51339053261624,0.840132083053334
TLS,Timor-Leste,Asia,Lower middle,-4.11940597635092,10.2624199348355,11.3905437356101,10.1443097188583,9.32942405650505,5.95605378791441
TGO,Togo,Africa,Low,2.65013209953145,-1.17512039095251,4.06225282721692,5.53791097300417,6.09925916267453,6.39819905306554
TON,Tonga,Oceania,Lower middle,-0.148635322896695,0.271095291096827,4.75016965581759,-5.19910903711188,0.803490182523831,6.81827614447295
TTO,Trinidad and Tobago,Americas,High,13.2080586051735,4.75420970092722,3.39173707807387,-4.3917292474614,3.32322471027371,-0.294354409043763
TUN,Tunisia,Africa,Lower middle,5.24409983246916,6.70952097453554,4.23778147502819,3.04345012371552,2.97113275066512,-2.04663389535644
TUR,Turkiye,Asia,Upper middle,6.94798808571993,5.04350793157104,0.815024573007705,-4.82315395301769,8.42710432276191,11.2001105833504
TKM,Turkmenistan,Asia,Lower middle,10.9733083254017,11.05929947045,14.7,6.10000011485643,9.19999998805483,14.6999999278723
UGA,Uganda,Africa,Low,10.7847443862972,8.41242596545275,8.70875190133074,6.80151734798953,5.63761163805265,9.39165549281067
UKR,Ukraine,Europe,Lower middle,7.57142076322967,8.21584445165715,2.24349159628288,-15.1364679101502,4.09200436668087,5.44528081048476
ARE,United Arab Emirates,Asia,High,9.83731977348489,3.1843901736724,3.19183627610384,-5.2429219066759,1.60285004831249,6.92850859456968
GBR,United Kingdom,Europe,High,2.16040532059112,2.56346046050109,-0.154344314706506,-4.51048560011785,2.43007289502704,1.06761091403658
USA,United States,Americas,High,2.78281062584327,2.01050755163328,0.122188442974647,-2.59988835108558,2.70885669419681,1.54989495017045
URY,Uruguay,Americas,Upper middle,4.09857736415702,6.54151084168984,7.17614466787178,4.2434941753021,7.80340966564692,5.16213302935691
UZB,Uzbekistan,Asia,Low,7.45141847578361,9.47300530488471,9.02916101721996,8.05093332828261,7.59716796085495,7.52513989422977
VUT,Vanuatu,Oceania,Lower middle,8.46069747205426,2.8758922877538,5.60099182147214,3.03730354099602,1.25886720329326,3.13980290023412
VEN,"Venezuela, RB",Americas,Upper middle,9.87214910851037,8.7535788078585,5.27785412398782,-3.20230265749002,-1.48879125078348,4.17642535923927
VNM,Vietnam,Asia,Low,6.97795481183401,7.12950448396441,5.66177120802303,5.39789754276939,6.42323821717319,6.41317768937854
VIR,Virgin Islands (U.S.),Americas,High,3.50499314666143,4.01059402194477,1.21862495452891,-6.59478885893981,0.596383224317051,-8.20424555364315
PSE,West Bank and Gaza,Asia,Lower middle,-0.996556103477076,3.78828152085981,7.42918225547835,8.59349087893864,5.77736205629419,9.60080848913594
YEM,"Yemen, Rep.",Asia,Low,3.17040935922364,3.33842795605096,3.64756947012633,3.86622951587742,7.70230703961865,-12.7148968954117
ZMB,Zambia,Africa,Low,7.90369444480079,8.35243624447406,7.77389581542363,9.2203484058663,10.2982233241213,5.56460233670752
ZWE,Zimbabwe,Africa,Low,-3.46149518781378,-3.65332683535506,-17.6689463301054,12.0195599748423,21.4520609184971,14.6202072551987
