Eruption Number,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Evidence Type,Evidence Method
22486,Cotopaxi,Confirmed,2.0,2022,10.0,21.0,2022.0,12.0,19.0,Observations,Reported
22481,Taal,Confirmed,1.0,2022,10.0,5.0,2022.0,10.0,29.0,Observations,Reported
22458,Turrialba,Confirmed,1.0,2022,7.0,17.0,2022.0,7.0,17.0,Observations,Reported
22453,Ulawun,Confirmed,2.0,2022,6.0,2.0,2022.0,6.0,2.0,Observations,Reported
22454,Raung,Confirmed,2.0,2022,5.0,14.0,2022.0,9.0,27.0,Observations,Satellite (infrared)
22445,Gaua,Confirmed,1.0,2022,5.0,3.0,2022.0,5.0,3.0,Observations,Reported
22451,Purace,Confirmed,1.0,2022,3.0,29.0,2022.0,3.0,29.0,Observations,Reported
22430,Ambrym,Confirmed,1.0,2022,1.0,25.0,2022.0,2.0,2.0,Observations,Reported
22456,Chikurachki,Confirmed,2.0,2022,1.0,17.0,2022.0,10.0,17.0,Observations,Satellite (visual)
22431,Wolf,Confirmed,2.0,2022,1.0,6.0,2022.0,4.0,14.0,Observations,Reported
22396,"Fournaise, Piton de la",Confirmed,0.0,2021,12.0,22.0,2022.0,1.0,17.0,Observations,Seismicity
22429,Hunga Tonga-Hunga Ha'apai,Confirmed,5.0,2021,12.0,20.0,2022.0,1.0,15.0,Observations,Reported
22420,Ambae,Confirmed,1.0,2021,12.0,5.0,2022.0,8.0,15.0,Observations,Reported
22423,Pinatubo,Confirmed,1.0,2021,11.0,30.0,2021.0,11.0,30.0,Observations,Reported
22421,Iliwerung,Confirmed,0.0,2021,11.0,28.0,2021.0,11.0,29.0,Observations,Reported
22475,Gaua,Confirmed,1.0,2021,11.0,16.0,2021.0,11.0,16.0,Observations,Reported
22452,Taal,Confirmed,2.0,2021,11.0,15.0,2022.0,4.0,1.0,Observations,Reported
22425,Turrialba,Confirmed,1.0,2021,11.0,3.0,2022.0,2.0,28.0,Observations,Reported
22424,Asosan,Confirmed,2.0,2021,10.0,14.0,2021.0,10.0,20.0,Observations,Reported
22419,Kavachi,Confirmed,0.0,2021,10.0,2.0,2022.0,12.0,19.0,Observations,Reported
22416,Kilauea,Confirmed,0.0,2021,9.0,29.0,2023.0,1.0,6.0,Observations,Reported
22417,La Palma,Confirmed,3.0,2021,9.0,19.0,2021.0,12.0,13.0,Observations,Reported
22407,Nishinoshima,Confirmed,2.0,2021,8.0,14.0,2021.0,8.0,15.0,Observations,Reported
22408,Fukutoku-Oka-no-Ba,Confirmed,4.0,2021,8.0,13.0,2021.0,9.0,12.0,Observations,Reported
22410,Chirinkotan,Confirmed,2.0,2021,8.0,8.0,2021.0,8.0,26.0,Observations,Reported
22411,Pavlof,Confirmed,2.0,2021,8.0,5.0,2022.0,12.0,7.0,Observations,Reported
22409,Pagan,Confirmed,2.0,2021,7.0,29.0,2021.0,9.0,6.0,Observations,Reported
22405,Sirung,Confirmed,1.0,2021,7.0,21.0,2021.0,7.0,21.0,Observations,Reported
22414,Ulawun,Confirmed,2.0,2021,7.0,9.0,2021.0,11.0,29.0,Observations,Reported
22413,Copahue,Confirmed,1.0,2021,7.0,2.0,2021.0,11.0,6.0,Observations,Reported
22406,Taal,Confirmed,1.0,2021,7.0,1.0,2021.0,7.0,9.0,Observations,Reported
22412,Rincon de la Vieja,Confirmed,2.0,2021,6.0,28.0,2022.0,12.0,19.0,Observations,Reported
22403,Turrialba,Confirmed,1.0,2021,6.0,13.0,2021.0,7.0,23.0,Observations,Reported
22426,Krakatau,Confirmed,2.0,2021,5.0,25.0,2022.0,12.0,19.0,Observations,Reported
22401,Great Sitkin,Confirmed,2.0,2021,5.0,25.0,2022.0,12.0,19.0,Observations,Reported
22397,Dieng Volcanic Complex,Confirmed,1.0,2021,4.0,29.0,2021.0,4.0,29.0,Observations,Reported
22402,Telica,Confirmed,1.0,2021,4.0,21.0,2022.0,3.0,29.0,Observations,Reported
22404,Tengger Caldera,Uncertain,0.0,2021,4.0,15.0,2021.0,10.0,22.0,Observations,Satellite (infrared)
22395,"Fournaise, Piton de la",Confirmed,0.0,2021,4.0,9.0,2021.0,5.0,24.0,Observations,Seismicity
22435,Chikurachki,Confirmed,1.0,2021,3.0,21.0,2021.0,8.0,25.0,Observations,Satellite (visual)
22399,Fagradalsfjall,Confirmed,0.0,2021,3.0,19.0,2021.0,9.0,18.0,Observations,Reported
22393,Veniaminof,Confirmed,1.0,2021,2.0,28.0,2021.0,4.0,5.0,Observations,Reported
22392,Semisopochnoi,Confirmed,2.0,2021,2.0,2.0,2022.0,11.0,7.0,Observations,Reported
22383,Raung,Confirmed,2.0,2021,1.0,21.0,2021.0,4.0,14.0,Observations,Reported
22381,Merapi,Confirmed,1.0,2020,12.0,31.0,2022.0,12.0,19.0,Observations,Reported
22394,San Cristobal,Confirmed,3.0,2020,12.0,27.0,2022.0,6.0,26.0,Observations,Reported
22385,Soufriere St. Vincent,Confirmed,4.0,2020,12.0,27.0,2021.0,4.0,22.0,Observations,Reported
22382,Tengger Caldera,Confirmed,1.0,2020,12.0,26.0,2020.0,12.0,28.0,Observations,Reported
22380,Kilauea,Confirmed,0.0,2020,12.0,20.0,2021.0,5.0,23.0,Observations,Reported
22371,"Fournaise, Piton de la",Confirmed,0.0,2020,12.0,7.0,2020.0,12.0,8.0,Observations,Seismicity
22373,Lewotolok,Confirmed,2.0,2020,11.0,27.0,2022.0,10.0,23.0,Observations,Reported
22374,Kikai,Confirmed,1.0,2020,10.0,6.0,2020.0,10.0,6.0,Observations,Reported
22364,Kavachi,Confirmed,0.0,2020,9.0,2.0,2021.0,4.0,10.0,Observations,Reported
22391,Kuchinoerabujima,Confirmed,1.0,2020,8.0,29.0,2020.0,8.0,29.0,Observations,Reported
22365,Sinabung,Confirmed,3.0,2020,8.0,8.0,2021.0,9.0,23.0,Observations,Reported
22368,Telica,Confirmed,1.0,2020,7.0,20.0,2020.0,12.0,9.0,Observations,Reported
22367,Raung,Confirmed,1.0,2020,7.0,16.0,2020.0,10.0,3.0,Observations,Reported
22369,Turrialba,Confirmed,1.0,2020,6.0,18.0,2020.0,8.0,24.0,Observations,Reported
22376,Copahue,Confirmed,2.0,2020,6.0,16.0,2020.0,11.0,2.0,Observations,Reported
22361,Cleveland,Confirmed,3.0,2020,6.0,1.0,2020.0,6.0,1.0,Observations,Reported
22359,Kikai,Confirmed,1.0,2020,4.0,29.0,2020.0,4.0,29.0,Observations,Reported
22360,Karymsky,Confirmed,3.0,2020,4.0,1.0,2022.0,8.0,7.0,Observations,Reported
22354,Soputan,Confirmed,2.0,2020,3.0,23.0,2020.0,4.0,2.0,Observations,Reported
22357,Kavachi,Confirmed,0.0,2020,3.0,16.0,2020.0,4.0,30.0,Observations,Reported
22384,Sarychev Peak,Confirmed,1.0,2020,2.0,29.0,2021.0,11.0,26.0,Observations,Reported
22355,San Miguel,Confirmed,1.0,2020,2.0,22.0,2020.0,2.0,22.0,Observations,Reported
22343,"Fournaise, Piton de la",Confirmed,0.0,2020,2.0,10.0,2020.0,4.0,6.0,Observations,Seismicity
22346,Rincon de la Vieja,Confirmed,2.0,2020,1.0,30.0,2020.0,12.0,13.0,Observations,Reported
22347,Fernandina,Confirmed,0.0,2020,1.0,12.0,2020.0,1.0,13.0,Observations,Reported
22344,Taal,Confirmed,4.0,2020,1.0,12.0,2020.0,1.0,22.0,Observations,Reported
22345,Kuchinoerabujima,Confirmed,3.0,2020,1.0,11.0,2020.0,5.0,13.0,Observations,Reported
22338,Whakaari/White Island,Confirmed,2.0,2019,12.0,9.0,2019.0,12.0,9.0,Observations,Reported
22341,Semisopochnoi,Confirmed,1.0,2019,12.0,7.0,2020.0,6.0,19.0,Observations,Reported
22340,Nishinoshima,Confirmed,1.0,2019,12.0,5.0,2020.0,8.0,27.0,Observations,Reported
22339,Kikai,Confirmed,2.0,2019,11.0,2.0,2019.0,11.0,2.0,Observations,Reported
22334,Lateiki,Confirmed,1.0,2019,10.0,13.0,2019.0,10.0,22.0,Observations,Reported
22326,Asamayama,Confirmed,2.0,2019,8.0,7.0,2019.0,8.0,25.0,Observations,Reported
22460,Unnamed,Confirmed,3.0,2019,8.0,6.0,2019.0,8.0,8.0,Observations,Satellite (visual)
22336,Copahue,Confirmed,2.0,2019,8.0,2.0,2019.0,11.0,12.0,Observations,Reported
22325,Tangkuban Parahu,Confirmed,1.0,2019,7.0,26.0,2019.0,9.0,17.0,Observations,Reported
22330,Shishaldin,Confirmed,3.0,2019,7.0,23.0,2020.0,5.0,4.0,Observations,Reported
22328,Semisopochnoi,Confirmed,1.0,2019,7.0,16.0,2019.0,8.0,24.0,Observations,Reported
22319,Ulawun,Confirmed,4.0,2019,6.0,26.0,2019.0,10.0,5.0,Observations,Reported
22324,Ubinas,Confirmed,2.0,2019,6.0,24.0,2019.0,9.0,12.0,Observations,Reported
22321,Raikoke,Confirmed,3.0,2019,6.0,22.0,2019.0,7.0,1.0,Observations,Reported
22318,"Fournaise, Piton de la",Confirmed,0.0,2019,6.0,11.0,2019.0,10.0,27.0,Observations,Seismicity
22322,Great Sitkin,Confirmed,1.0,2019,6.0,1.0,2019.0,6.0,7.0,Observations,Reported
22320,Sarychev Peak,Confirmed,2.0,2019,5.0,16.0,2019.0,10.0,7.0,Observations,Reported
22323,Colima,Confirmed,1.0,2019,5.0,11.0,2019.0,7.0,12.0,Observations,Reported
22317,Asosan,Confirmed,2.0,2019,4.0,16.0,2020.0,6.0,16.0,Observations,Reported
22310,Klyuchevskoy,Confirmed,2.0,2019,4.0,9.0,2021.0,3.0,20.0,Observations,Reported
22312,Sangay,Confirmed,2.0,2019,3.0,26.0,2022.0,12.0,19.0,Observations,Reported
22311,San Cristobal,Confirmed,1.0,2019,3.0,4.0,2019.0,3.0,4.0,Observations,Reported
22306,Tengger Caldera,Confirmed,2.0,2019,2.0,18.0,2019.0,7.0,28.0,Observations,Reported
22307,"Fournaise, Piton de la",Confirmed,0.0,2019,2.0,18.0,2019.0,3.0,10.0,Observations,Seismicity
22309,Karymsky,Confirmed,2.0,2019,2.0,16.0,2019.0,9.0,24.0,Observations,Reported
22303,Poas,Confirmed,2.0,2019,2.0,7.0,2019.0,9.0,30.0,Observations,Reported
22316,Sinabung,Confirmed,4.0,2019,2.0,6.0,2019.0,6.0,9.0,Observations,Reported
22313,Tinakula,Confirmed,2.0,2018,12.0,8.0,2022.0,12.0,12.0,Observations,Reported
22294,Karangetang,Confirmed,2.0,2018,11.0,25.0,2022.0,12.0,19.0,Observations,Reported
22297,Planchon-Peteroa,Confirmed,1.0,2018,11.0,7.0,2019.0,5.0,7.0,Observations,Reported
22296,Kuchinoerabujima,Confirmed,3.0,2018,10.0,21.0,2019.0,2.0,3.0,Observations,Reported
22295,Gamalama,Confirmed,1.0,2018,10.0,4.0,2018.0,10.0,6.0,Observations,Reported
22293,Soputan,Confirmed,3.0,2018,10.0,2.0,2018.0,12.0,16.0,Observations,Reported
22292,Barren Island,Confirmed,1.0,2018,9.0,25.0,2022.0,1.0,30.0,Observations,Reported
22286,Ulawun,Confirmed,2.0,2018,9.0,21.0,2018.0,10.0,12.0,Observations,Reported
22287,Ketoi,Uncertain,1.0,2018,9.0,21.0,2018.0,9.0,21.0,Observations,Reported
22288,Sarychev Peak,Confirmed,2.0,2018,9.0,8.0,2018.0,10.0,15.0,Observations,Reported
22289,Semisopochnoi,Confirmed,1.0,2018,9.0,8.0,2018.0,10.0,31.0,Observations,Reported
22290,Veniaminof,Confirmed,1.0,2018,9.0,4.0,2018.0,12.0,23.0,Observations,Reported
22281,Alaid,Confirmed,1.0,2018,8.0,20.0,2018.0,8.0,21.0,Observations,Reported
22283,Sangay,Confirmed,2.0,2018,8.0,8.0,2018.0,12.0,7.0,Observations,Reported
22282,Rincon de la Vieja,Confirmed,1.0,2018,7.0,28.0,2019.0,6.0,11.0,Observations,Reported
22280,Nishinoshima,Confirmed,1.0,2018,7.0,12.0,2018.0,7.0,21.0,Observations,Reported
22337,Mayotte,Confirmed,0.0,2018,7.0,3.0,2019.0,8.0,20.0,Observations,Seismicity
22279,"Negra, Sierra",Confirmed,2.0,2018,6.0,26.0,2018.0,8.0,23.0,Observations,Reported
22277,Telica,Confirmed,1.0,2018,6.0,21.0,2018.0,8.0,15.0,Observations,Reported
22275,Krakatau,Confirmed,3.0,2018,6.0,18.0,2020.0,4.0,17.0,Observations,Reported
22278,Fernandina,Confirmed,1.0,2018,6.0,16.0,2018.0,6.0,21.0,Observations,Reported
22276,Great Sitkin,Confirmed,1.0,2018,6.0,10.0,2018.0,8.0,11.0,Observations,Reported
22285,Ulawun,Confirmed,1.0,2018,6.0,8.0,2018.0,6.0,8.0,Observations,Reported
22264,Merapi,Confirmed,3.0,2018,5.0,11.0,2020.0,6.0,21.0,Observations,Reported
22265,Karymsky,Confirmed,3.0,2018,4.0,28.0,2018.0,9.0,30.0,Observations,Reported
22262,Marapi,Confirmed,2.0,2018,4.0,27.0,2018.0,5.0,2.0,Observations,Reported
22266,San Cristobal,Confirmed,1.0,2018,4.0,22.0,2018.0,4.0,22.0,Observations,Reported
22274,Kerinci,Confirmed,1.0,2018,4.0,21.0,2021.0,6.0,13.0,Observations,Reported
22315,Nyamulagira,Confirmed,0.0,2018,4.0,18.0,2022.0,12.0,19.0,Observations,Reported
22261,"Fournaise, Piton de la",Confirmed,0.0,2018,4.0,3.0,2018.0,11.0,1.0,Observations,Seismicity
22263,Dieng Volcanic Complex,Confirmed,1.0,2018,4.0,1.0,2018.0,4.0,1.0,Observations,Reported
22257,Kirishimayama,Confirmed,3.0,2018,3.0,1.0,2018.0,6.0,27.0,Observations,Reported
22259,Sangay,Confirmed,1.0,2018,2.0,25.0,2018.0,2.0,25.0,Observations,Reported
22256,Karangetang,Confirmed,1.0,2018,2.0,2.0,2018.0,2.0,2.0,Observations,Reported
22258,Kusatsu-Shiranesan,Confirmed,1.0,2018,1.0,23.0,2018.0,1.0,23.0,Observations,Reported
22251,San Miguel,Confirmed,1.0,2018,1.0,14.0,2018.0,5.0,30.0,Observations,Reported
22250,Mayon,Confirmed,2.0,2018,1.0,13.0,2019.0,10.0,12.0,Observations,Reported
22246,Kadovar,Confirmed,2.0,2018,1.0,5.0,2022.0,12.0,15.0,Observations,Reported
22249,Kanlaon,Confirmed,2.0,2017,12.0,9.0,2017.0,12.0,9.0,Observations,Reported
22241,Agung,Confirmed,3.0,2017,11.0,21.0,2019.0,6.0,13.0,Observations,Reported
22248,Dempo,Confirmed,1.0,2017,11.0,9.0,2017.0,11.0,9.0,Observations,Reported
22239,Tinakula,Confirmed,3.0,2017,10.0,21.0,2017.0,10.0,26.0,Observations,Reported
22308,Sarychev Peak,Confirmed,2.0,2017,10.0,12.0,2017.0,11.0,13.0,Observations,Reported
22242,Kirishimayama,Confirmed,2.0,2017,10.0,11.0,2017.0,10.0,17.0,Observations,Reported
22240,Ambae,Confirmed,3.0,2017,9.0,6.0,2018.0,10.0,30.0,Observations,Reported
22245,Fernandina,Confirmed,2.0,2017,9.0,4.0,2017.0,9.0,7.0,Observations,Reported
22252,San Cristobal,Confirmed,3.0,2017,8.0,18.0,2017.0,11.0,11.0,Observations,Reported
22273,Kerinci,Confirmed,1.0,2017,8.0,13.0,2017.0,8.0,13.0,Observations,Reported
22231,Sangay,Confirmed,2.0,2017,7.0,20.0,2017.0,10.0,26.0,Observations,Reported
22228,Sangeang Api,Confirmed,2.0,2017,7.0,15.0,2020.0,6.0,10.0,Observations,Reported
22224,"Fournaise, Piton de la",Confirmed,0.0,2017,7.0,14.0,2017.0,8.0,28.0,Observations,Seismicity
22225,Ulawun,Confirmed,1.0,2017,6.0,11.0,2017.0,11.0,3.0,Observations,Reported
22229,Bulusan,Confirmed,1.0,2017,6.0,5.0,2017.0,6.0,5.0,Observations,Reported
22226,Marapi,Confirmed,1.0,2017,6.0,4.0,2017.0,6.0,4.0,Observations,Reported
22230,Karymsky,Confirmed,3.0,2017,6.0,4.0,2018.0,1.0,27.0,Observations,Reported
22232,Copahue,Confirmed,1.0,2017,6.0,4.0,2018.0,12.0,7.0,Observations,Reported
22208,Rincon de la Vieja,Confirmed,2.0,2017,5.0,23.0,2018.0,3.0,15.0,Observations,Reported
22227,Dieng Volcanic Complex,Confirmed,1.0,2017,4.0,30.0,2017.0,7.0,2.0,Observations,Reported
22207,Nishinoshima,Confirmed,2.0,2017,4.0,18.0,2017.0,8.0,17.0,Observations,Reported
22209,Poas,Confirmed,1.0,2017,4.0,12.0,2017.0,11.0,6.0,Observations,Reported
22284,"Lengai, Ol Doinyo",Confirmed,0.0,2017,4.0,9.0,2022.0,11.0,19.0,Observations,Reported
22260,Kick 'em Jenny,Confirmed,0.0,2017,3.0,29.0,2017.0,3.0,29.0,Observations,Hydrophonic
22203,Aira,Confirmed,1.0,2017,3.0,25.0,2022.0,12.0,19.0,Observations,Reported
22198,Kambalny,Confirmed,3.0,2017,3.0,24.0,2017.0,4.0,10.0,Observations,Reported
22269,San Cristobal,Confirmed,1.0,2017,2.0,18.0,2017.0,4.0,19.0,Observations,Reported
22188,Krakatau,Confirmed,1.0,2017,2.0,17.0,2017.0,2.0,19.0,Observations,Reported
22184,"Fournaise, Piton de la",Confirmed,0.0,2017,1.0,31.0,2017.0,2.0,27.0,Observations,Seismicity
22185,Unnamed,Confirmed,0.0,2017,1.0,23.0,2017.0,1.0,31.0,Observations,Reported
22187,Barren Island,Confirmed,2.0,2017,1.0,15.0,2017.0,3.0,24.0,Observations,Reported
22192,San Miguel,Confirmed,1.0,2017,1.0,7.0,2017.0,1.0,7.0,Observations,Reported
22182,Bogoslof,Confirmed,3.0,2016,12.0,20.0,2017.0,8.0,30.0,Observations,Reported
22175,Chirinkotan,Confirmed,3.0,2016,11.0,29.0,2017.0,4.0,7.0,Observations,Reported
22202,Nyamulagira,Confirmed,0.0,2016,11.0,27.0,2017.0,5.0,2.0,Observations,Reported
22177,Zhupanovsky,Confirmed,2.0,2016,11.0,20.0,2016.0,11.0,20.0,Observations,Reported
22172,Kerinci,Confirmed,1.0,2016,11.0,15.0,2016.0,11.0,21.0,Observations,Reported
22467,Monowai,Uncertain,0.0,2016,11.0,11.0,2016.0,11.0,12.0,Uncertain,Unspecified
22158,Sabancaya,Confirmed,3.0,2016,11.0,6.0,2022.0,12.0,19.0,Observations,Reported
22176,Ebeko,Confirmed,2.0,2016,10.0,20.0,2021.0,11.0,9.0,Observations,Reported
22171,Ulawun,Confirmed,1.0,2016,10.0,11.0,2016.0,11.0,18.0,Observations,Reported
22174,Asosan,Confirmed,3.0,2016,10.0,7.0,2016.0,11.0,12.0,Observations,Reported
22178,Karymsky,Confirmed,2.0,2016,10.0,5.0,2016.0,10.0,8.0,Observations,Reported
22305,"Lengai, Ol Doinyo",Confirmed,0.0,2016,9.0,21.0,2016.0,10.0,13.0,Observations,Reported
22147,Whakaari/White Island,Confirmed,1.0,2016,9.0,13.0,2016.0,9.0,13.0,Observations,Reported
22181,Ubinas,Confirmed,2.0,2016,9.0,13.0,2017.0,3.0,2.0,Observations,Reported
22145,"Fournaise, Piton de la",Confirmed,0.0,2016,9.0,11.0,2016.0,9.0,18.0,Observations,Seismicity
22150,Gamalama,Confirmed,1.0,2016,8.0,3.0,2016.0,8.0,4.0,Observations,Reported
22149,Rinjani,Confirmed,2.0,2016,8.0,1.0,2016.0,9.0,27.0,Observations,Reported
22153,Chikurachki,Confirmed,2.0,2016,7.0,27.0,2016.0,8.0,29.0,Observations,Reported
22154,San Miguel,Confirmed,1.0,2016,6.0,18.0,2016.0,6.0,18.0,Observations,Reported
22151,Bulusan,Confirmed,2.0,2016,6.0,10.0,2017.0,3.0,2.0,Observations,Reported
22156,Poas,Confirmed,1.0,2016,6.0,5.0,2016.0,8.0,16.0,Observations,Reported
22144,"Fournaise, Piton de la",Confirmed,0.0,2016,5.0,26.0,2016.0,5.0,27.0,Observations,Seismicity
22121,Whakaari/White Island,Confirmed,1.0,2016,4.0,27.0,2016.0,4.0,27.0,Observations,Reported
22133,Bristol Island,Confirmed,1.0,2016,4.0,24.0,2016.0,7.0,19.0,Observations,Reported
22130,San Cristobal,Confirmed,2.0,2016,4.0,22.0,2016.0,4.0,22.0,Observations,Reported
22128,Cleveland,Confirmed,2.0,2016,4.0,16.0,2019.0,1.0,16.0,Observations,Reported
22125,Kerinci,Confirmed,2.0,2016,3.0,31.0,2016.0,6.0,9.0,Observations,Reported
22159,Zavodovski,Confirmed,1.0,2016,3.0,30.0,2016.0,5.0,16.0,Observations,Reported
22127,Chikurachki,Confirmed,2.0,2016,3.0,29.0,2016.0,3.0,31.0,Observations,Reported
22129,Pavlof,Confirmed,2.0,2016,3.0,27.0,2016.0,7.0,30.0,Observations,Reported
22237,Sangay,Confirmed,2.0,2016,3.0,25.0,2016.0,11.0,17.0,Observations,Reported
22114,Bulusan,Confirmed,2.0,2016,2.0,22.0,2016.0,2.0,22.0,Observations,Reported
22117,San Miguel,Confirmed,1.0,2016,1.0,12.0,2016.0,1.0,18.0,Observations,Reported
22119,"Chillan, Nevados de",Confirmed,2.0,2016,1.0,8.0,2022.0,10.0,16.0,Observations,Reported
22105,Soputan,Confirmed,3.0,2016,1.0,2.0,2016.0,2.0,7.0,Observations,Reported
22107,Momotombo,Confirmed,2.0,2015,12.0,1.0,2016.0,4.0,7.0,Observations,Reported
22106,Kanlaon,Confirmed,2.0,2015,11.0,24.0,2016.0,6.0,18.0,Observations,Reported
22111,Marapi,Confirmed,1.0,2015,11.0,14.0,2015.0,11.0,14.0,Observations,Reported
22103,Tengger Caldera,Confirmed,2.0,2015,11.0,12.0,2016.0,11.0,12.0,Observations,Reported
22110,Lascar,Confirmed,2.0,2015,10.0,30.0,2017.0,4.0,2.0,Observations,Reported
22104,Rinjani,Confirmed,2.0,2015,10.0,25.0,2015.0,12.0,24.0,Observations,Reported
22123,Langila,Confirmed,2.0,2015,10.0,22.0,2022.0,11.0,7.0,Observations,Reported
22108,Masaya,Confirmed,1.0,2015,10.0,3.0,2022.0,12.0,14.0,Observations,Reported
22370,Tofua,Confirmed,0.0,2015,10.0,2.0,2022.0,12.0,3.0,Observations,Reported
21096,Alaid,Confirmed,1.0,2015,9.0,29.0,2016.0,8.0,11.0,Observations,Reported
21097,Telica,Confirmed,2.0,2015,9.0,23.0,2016.0,5.0,11.0,Observations,Reported
21098,Copahue,Confirmed,2.0,2015,9.0,18.0,2016.0,12.0,30.0,Observations,Reported
21093,Lokon-Empung,Confirmed,1.0,2015,8.0,30.0,2015.0,9.0,28.0,Observations,Reported
21095,Klyuchevskoy,Confirmed,3.0,2015,8.0,28.0,2018.0,6.0,15.0,Observations,Reported
21088,Cotopaxi,Confirmed,2.0,2015,8.0,14.0,2016.0,1.0,24.0,Observations,Reported
22233,San Miguel,Confirmed,1.0,2015,8.0,13.0,2015.0,8.0,13.0,Observations,Reported
21090,Kick 'em Jenny,Confirmed,0.0,2015,7.0,23.0,2015.0,7.0,24.0,Observations,Reported
21087,Gamalama,Confirmed,2.0,2015,7.0,16.0,2015.0,9.0,8.0,Observations,Reported
21086,Sirung,Confirmed,1.0,2015,7.0,7.0,2015.0,7.0,8.0,Observations,Reported
21080,Hakoneyama,Confirmed,1.0,2015,6.0,29.0,2015.0,7.0,1.0,Observations,Reported
21089,Sabancaya,Confirmed,1.0,2015,6.0,28.0,2015.0,7.0,9.0,Observations,Reported
22304,"Lengai, Ol Doinyo",Confirmed,0.0,2015,6.0,20.0,2015.0,8.0,24.0,Observations,Reported
21081,Asamayama,Confirmed,1.0,2015,6.0,16.0,2015.0,6.0,16.0,Observations,Reported
22132,Rincon de la Vieja,Confirmed,1.0,2015,6.0,16.0,2016.0,5.0,1.0,Observations,Reported
22157,Pacaya,Confirmed,1.0,2015,6.0,7.0,2021.0,8.0,13.0,Observations,Reported
21073,Kuchinoerabujima,Confirmed,3.0,2015,5.0,29.0,2015.0,6.0,19.0,Observations,Reported
21075,Wolf,Confirmed,4.0,2015,5.0,25.0,2015.0,7.0,16.0,Observations,Reported
21071,Lokon-Empung,Confirmed,1.0,2015,5.0,20.0,2015.0,5.0,27.0,Observations,Reported
21074,Telica,Confirmed,2.0,2015,5.0,7.0,2015.0,5.0,28.0,Observations,Reported
21072,Bulusan,Confirmed,2.0,2015,5.0,1.0,2015.0,7.0,17.0,Observations,Reported
21092,Axial Seamount,Confirmed,0.0,2015,4.0,23.0,2015.0,5.0,24.0,Observations,Seismicity
21076,Calbuco,Confirmed,4.0,2015,4.0,22.0,2015.0,5.0,26.0,Observations,Reported
20998,Turrialba,Confirmed,2.0,2015,3.0,8.0,2019.0,12.0,7.0,Observations,Reported
22268,San Cristobal,Confirmed,2.0,2015,3.0,5.0,2015.0,6.0,12.0,Observations,Reported
20990,Chikurachki,Confirmed,3.0,2015,2.0,16.0,2015.0,2.0,18.0,Observations,Reported
20982,"Fournaise, Piton de la",Confirmed,0.0,2015,2.0,4.0,2015.0,2.0,15.0,Observations,Reported
20994,San Miguel,Confirmed,1.0,2015,1.0,26.0,2015.0,4.0,11.0,Observations,Reported
22236,Sangay,Confirmed,2.0,2015,1.0,18.0,2015.0,4.0,7.0,Observations,Reported
20988,Soputan,Confirmed,3.0,2015,1.0,6.0,2015.0,3.0,7.0,Observations,Reported
20992,Klyuchevskoy,Confirmed,2.0,2015,1.0,1.0,2015.0,5.0,10.0,Observations,Reported
20983,Hunga Tonga-Hunga Ha'apai,Confirmed,2.0,2014,12.0,19.0,2015.0,1.0,23.0,Observations,Reported
20989,Gamalama,Confirmed,2.0,2014,12.0,18.0,2014.0,12.0,25.0,Observations,Reported
20980,Sinarka,Uncertain,1.0,2014,12.0,3.0,2014.0,12.0,3.0,Observations,Reported
20996,Villarrica,Confirmed,1.0,2014,12.0,2.0,2022.0,12.0,19.0,Observations,Reported
21070,Raung,Confirmed,3.0,2014,11.0,23.0,2015.0,8.0,30.0,Observations,Reported
20977,Fogo,Confirmed,3.0,2014,11.0,23.0,2015.0,2.0,8.0,Observations,Reported
22223,Chirinkotan,Confirmed,2.0,2014,11.0,21.0,2015.0,8.0,10.0,Observations,Reported
20995,"Ruiz, Nevado del",Confirmed,2.0,2014,11.0,18.0,2022.0,12.0,19.0,Observations,Reported
22271,Saunders,Confirmed,1.0,2014,11.0,12.0,2022.0,11.0,16.0,Observations,Reported
20975,Pavlof,Confirmed,3.0,2014,11.0,12.0,2014.0,11.0,15.0,Observations,Reported
20974,Turrialba,Confirmed,2.0,2014,10.0,29.0,2014.0,12.0,8.0,Observations,Reported
22466,Monowai,Confirmed,0.0,2014,10.0,16.0,2014.0,11.0,5.0,Observations,Hydrophonic
20973,Lewotobi,Uncertain,2.0,2014,10.0,6.0,2014.0,10.0,6.0,Observations,Reported
20964,Ontakesan,Confirmed,3.0,2014,9.0,27.0,2014.0,10.0,14.0,Observations,Reported
20961,Rincon de la Vieja,Confirmed,1.0,2014,9.0,17.0,2014.0,10.0,24.0,Observations,Reported
20960,Asosan,Confirmed,2.0,2014,8.0,30.0,2016.0,5.0,1.0,Observations,Reported
20955,Bardarbunga,Confirmed,0.0,2014,8.0,29.0,2015.0,2.0,27.0,Observations,Reported
22222,Pacaya,Confirmed,1.0,2014,8.0,25.0,2015.0,2.0,17.0,Observations,Reported
20959,Mayon,Confirmed,0.0,2014,8.0,12.0,2014.0,10.0,19.0,Observations,Reported
20953,Sabancaya,Uncertain,1.0,2014,8.0,5.0,2014.0,12.0,27.0,Observations,Reported
20952,Kuchinoerabujima,Confirmed,1.0,2014,8.0,3.0,2014.0,8.0,3.0,Observations,Reported
22267,San Cristobal,Confirmed,1.0,2014,7.0,20.0,2014.0,10.0,1.0,Observations,Reported
