Eruption Number,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Evidence Type,Evidence Method
11346,Galeras,Confirmed,2.0,-490,,,,,,Isotopic,14C (calibrated)
11611,Tungurahua,Confirmed,3.0,-500,,,,,,Isotopic,14C (uncalibrated)
12935,Krafla,Confirmed,0.0,-500,,,,,,Correlation,Tephrochronology
19537,Sheveluch,Confirmed,4.0,-500,,,,,,Isotopic,14C (calibrated)
10149,Mauna Loa,Confirmed,0.0,-500,,,,,,Isotopic,14C (uncalibrated)
20529,St. Helens,Confirmed,5.0,-530,,,,,,Isotopic,14C (calibrated)
14559,Tongariro,Confirmed,5.0,-550,,,,,,Isotopic,14C (uncalibrated)
20513,Adams,Confirmed,2.0,-550,,,,,,Correlation,Tephrochronology
17820,Kusatsu-Shiranesan,Confirmed,3.0,-550,,,,,,Correlation,Tephrochronology
19251,Vysoky,Confirmed,0.0,-550,,,,,,Isotopic,14C (uncalibrated)
19119,Bakening,Confirmed,2.0,-550,,,,,,Correlation,Tephrochronology
18605,Shikotsu,Confirmed,5.0,-550,,,,,,Isotopic,14C (uncalibrated)
11715,"Azul, Cerro",Confirmed,0.0,-550,,,,,,Isotopic,Cosmic Ray Exposure
12355,Soufriere Guadeloupe,Confirmed,2.0,-580,,,,,,Isotopic,14C (uncalibrated)
12407,Pelee,Confirmed,4.0,-590,,,,,,Isotopic,14C (calibrated)
17907,Adatarayama,Confirmed,3.0,-590,,,,,,Isotopic,14C (calibrated)
20850,Apagado,Confirmed,4.0,-590,,,,,,Isotopic,14C (calibrated)
10048,Vesuvius,Confirmed,3.0,-600,,,,,,Correlation,Anthropology
14831,Taveuni,Confirmed,2.0,-600,,,,,,Correlation,Tephrochronology
18305,Aogashima,Confirmed,4.0,-600,,,,,,Isotopic,14C (uncalibrated)
17586,Miyakejima,Confirmed,3.0,-600,,,,,,Correlation,Tephrochronology
18158,Izu-Oshima,Confirmed,3.0,-600,,,,,,Correlation,Tephrochronology
10148,Mauna Loa,Confirmed,0.0,-600,,,,,,Isotopic,14C (uncalibrated)
11297,"Tolima, Nevado del",Confirmed,3.0,-610,,,,,,Isotopic,14C (calibrated)
11196,Irazu,Confirmed,3.0,-640,,,,,,Isotopic,14C (calibrated)
17014,Ata,Confirmed,4.0,-650,,,,,,Correlation,Tephrochronology
19606,Alney-Chashakondzha,Confirmed,3.0,-650,,,,,,Isotopic,14C (uncalibrated)
19536,Sheveluch,Confirmed,3.0,-650,,,,,,Correlation,Tephrochronology
12934,Krafla,Confirmed,4.0,-650,,,,,,Correlation,Tephrochronology
19605,Alney-Chashakondzha,Confirmed,3.0,-660,,,,,,Isotopic,14C (uncalibrated)
12482,Ljosufjoll,Confirmed,2.0,-665,,,,,,Isotopic,14C (uncalibrated)
12097,Villarrica,Confirmed,4.0,-670,,,,,,Isotopic,14C (uncalibrated)
14830,Taveuni,Confirmed,2.0,-680,,,,,,Correlation,Tephrochronology
11419,Pululahua,Confirmed,5.0,-690,,,,,,Isotopic,14C (uncalibrated)
17013,Ata,Confirmed,2.0,-700,,,,,,Correlation,Tephrochronology
19004,Gorely,Confirmed,0.0,-700,,,,,,Correlation,Tephrochronology
17873,Nasudake,Confirmed,3.0,-700,,,,,,Isotopic,14C (calibrated)
17534,Niigata-Yakeyama,Confirmed,3.0,-700,,,,,,Isotopic,14C (calibrated)
10243,Hualalai,Confirmed,0.0,-720,,,,,,Isotopic,14C (uncalibrated)
11261,"Bravo, Cerro",Confirmed,4.0,-730,,,,,,Isotopic,14C (uncalibrated)
17377,Izu-Tobu,Confirmed,3.0,-750,,,,,,Correlation,Tephrochronology
18098,Towada,Confirmed,4.0,-750,,,,,,Isotopic,14C (calibrated)
11045,Concepcion,Confirmed,4.0,-770,,,,,,Isotopic,14C (uncalibrated)
10567,"Orizaba, Pico de",Confirmed,3.0,-780,,,,,,Isotopic,14C (uncalibrated)
19535,Sheveluch,Confirmed,4.0,-780,,,,,,Isotopic,14C (calibrated)
10984,Momotombo,Confirmed,4.0,-800,,,,,,Isotopic,14C (uncalibrated)
20587,Belknap,Confirmed,2.0,-800,,,,,,Isotopic,14C (calibrated)
20590,Three Sisters,Confirmed,2.0,-800,,,,,,Correlation,Tephrochronology
20741,Kilauea,Confirmed,0.0,-800,,,,,,Isotopic,14C (calibrated)
20195,Yantarni,Confirmed,5.0,-800,,,,,,Correlation,Tephrochronology
19121,Zavaritsky,Confirmed,2.0,-800,,,,,,Correlation,Tephrochronology
14551,Taupo,Confirmed,2.0,-800,,,,,,Correlation,Tephrochronology
12354,Soufriere Guadeloupe,Confirmed,3.0,-820,,,,,,Isotopic,14C (calibrated)
11118,Arenal,Confirmed,0.0,-830,,,,,,Correlation,Tephrochronology
16009,Tengger Caldera,Confirmed,4.0,-830,,,,,,Isotopic,14C (uncalibrated)
19148,Karymsky,Confirmed,3.0,-850,,,,,,Isotopic,14C (calibrated)
19120,Zavaritsky,Confirmed,4.0,-850,,,,,,Isotopic,14C (uncalibrated)
11272,"Ruiz, Nevado del",Confirmed,4.0,-850,,,,,,Correlation,Tephrochronology
12640,Katla,Confirmed,4.0,-850,,,,,,Isotopic,14C (calibrated)
10047,Vesuvius,Confirmed,4.0,-880,,,,,,Isotopic,14C (calibrated)
12956,Theistareykir,Confirmed,0.0,-900,,,,,,Correlation,Tephrochronology
17666,Sheveluch,Confirmed,3.0,-900,,,,,,Correlation,Tephrochronology
18157,Izu-Oshima,Confirmed,2.0,-900,,,,,,Isotopic,14C (calibrated)
12017,Sollipulli,Confirmed,5.0,-920,,,,,,Isotopic,14C (uncalibrated)
11385,Azufral,Confirmed,4.0,-930,,,,,,Isotopic,14C (uncalibrated)
17413,Fujisan,Confirmed,5.0,-930,,,,,,Isotopic,14C (uncalibrated)
18922,Khodutka,Confirmed,5.0,-930,,,,,,Isotopic,14C (calibrated)
11714,"Azul, Cerro",Confirmed,0.0,-950,,,,,,Isotopic,Cosmic Ray Exposure
13441,Vulcano,Confirmed,0.0,-950,,,,,,Isotopic,Uranium-series
17585,Miyakejima,Confirmed,4.0,-950,,,,,,Correlation,Tephrochronology
17665,Sheveluch,Confirmed,5.0,-950,,,,,,Isotopic,14C (calibrated)
10147,Mauna Loa,Confirmed,0.0,-950,,,,,,Isotopic,14C (uncalibrated)
22204,Sand Mountain Field,Confirmed,4.0,-950,,,,,,Correlation,Magnetism
12190,Antillanca Volcanic Complex,Confirmed,5.0,-960,,,,,,Isotopic,14C (calibrated)
17359,Kujusan,Confirmed,4.0,-990,,,,,,Isotopic,14C (calibrated)
19235,Krasheninnikov,Confirmed,3.0,-1000,,,,,,Isotopic,14C (calibrated)
12477,Snaefellsjokull,Confirmed,2.0,-1000,,,,,,Isotopic,14C (uncalibrated)
11610,Tungurahua,Confirmed,5.0,-1010,,,,,,Isotopic,14C (uncalibrated)
17664,Sheveluch,Confirmed,3.0,-1010,,,,,,Correlation,Tephrochronology
14550,Taupo,Confirmed,4.0,-1010,,,,,,Isotopic,14C (calibrated)
14829,Taveuni,Confirmed,2.0,-1020,,,,,,Correlation,Tephrochronology
20586,Belknap,Confirmed,0.0,-1030,,,,,,Isotopic,14C (calibrated)
17411,Fujisan,Confirmed,4.0,-1030,,,,,,Correlation,Tephrochronology
19932,Brennisteinsfjoll,Confirmed,2.0,-1040,,,,,,Isotopic,14C (uncalibrated)
10976,Apoyeque,Confirmed,4.0,-1050,,,,,,Correlation,Tephrochronology
11522,Cotopaxi,Confirmed,4.0,-1050,,,,,,Correlation,Tephrochronology
11260,"Bravo, Cerro",Confirmed,4.0,-1050,,,,,,Correlation,Tephrochronology
19690,Tanaga,Confirmed,0.0,-1050,,,,,,Isotopic,Ar/Ar
20406,Buzzard Creek,Confirmed,2.0,-1050,,,,,,Isotopic,14C (uncalibrated)
10331,Northern EPR at 9.8°N,Confirmed,0.0,-1050,,,,,,Isotopic,Uranium-series
10310,Adams Seamount,Confirmed,0.0,-1050,,,,,,Isotopic,K/Ar
18003,Chokaisan,Confirmed,0.0,-1050,,,,,,Correlation,Tephrochronology
18921,Khodutka,Confirmed,4.0,-1050,,,,,,Correlation,Tephrochronology
14549,Taupo,Confirmed,4.0,-1050,,,,,,Isotopic,14C (calibrated)
16865,Pinatubo,Confirmed,6.0,-1050,,,,,,Isotopic,14C (calibrated)
19922,Krysuvik-Trolladyngja,Confirmed,0.0,-1060,,,,,,Isotopic,14C (uncalibrated)
19615,Bliznetsy,Confirmed,1.0,-1060,,,,,,Isotopic,14C (uncalibrated)
10242,Hualalai,Confirmed,0.0,-1080,,,,,,Isotopic,14C (uncalibrated)
16984,Kikai,Confirmed,2.0,-1090,,,,,,Isotopic,14C (uncalibrated)
14828,Taveuni,Confirmed,2.0,-1100,,,,,,Correlation,Tephrochronology
12718,Hekla,Confirmed,5.0,-1100,,,,,,Isotopic,14C (calibrated)
17819,Kusatsu-Shiranesan,Confirmed,4.0,-1120,,,,,,Isotopic,14C (uncalibrated)
20641,Medicine Lake,Confirmed,0.0,-1130,,,,,,Isotopic,14C (calibrated)
10241,Hualalai,Confirmed,0.0,-1150,,,,,,Isotopic,14C (uncalibrated)
17376,Izu-Tobu,Confirmed,4.0,-1150,,,,,,Isotopic,14C (calibrated)
18131,Hakkodasan,Confirmed,1.0,-1150,,,,,,Isotopic,14C (calibrated)
11392,Cuicocha,Confirmed,5.0,-1150,,,,,,Isotopic,14C (uncalibrated)
11345,Galeras,Confirmed,2.0,-1160,,,,,,Isotopic,14C (calibrated)
20707,Zuni-Bandera,Confirmed,0.0,-1170,,,,,,Isotopic,14C (calibrated)
15820,Merapi,Confirmed,4.0,-1180,,,,,,Isotopic,14C (uncalibrated)
14158,"Haylan, Jabal",Confirmed,0.0,-1200,,,,,,Correlation,Anthropology
14827,Taveuni,Confirmed,2.0,-1200,,,,,,Correlation,Tephrochronology
14685,Raoul Island,Confirmed,4.0,-1200,,,,,,Isotopic,14C (uncalibrated)
17383,Hakoneyama,Confirmed,2.0,-1200,,,,,,Isotopic,14C (calibrated)
12634,Katla,Confirmed,3.0,-1220,,,,,,Isotopic,14C (calibrated)
21091,Villarrica,Confirmed,4.0,-1230,,,,,,Isotopic,14C (uncalibrated)
11117,Arenal,Confirmed,4.0,-1250,,,,,,Isotopic,14C (calibrated)
12308,Aguilera,Confirmed,5.0,-1250,,,,,,Isotopic,14C (calibrated)
11698,"Negra, Sierra",Confirmed,0.0,-1250,,,,,,Isotopic,14C (uncalibrated)
12906,Askja,Confirmed,0.0,-1250,,,,,,Correlation,Tephrochronology
20615,Jordan Craters,Confirmed,2.0,-1250,,,,,,Isotopic,14C (uncalibrated)
17584,Miyakejima,Confirmed,3.0,-1250,,,,,,Correlation,Tephrochronology
17567,Iwatesan,Confirmed,3.0,-1250,,,,,,Isotopic,14C (calibrated)
14548,Taupo,Confirmed,3.0,-1250,,,,,,Isotopic,14C (calibrated)
13029,Agua de Pau,Confirmed,4.0,-1290,,,,,,Isotopic,14C (uncalibrated)
10146,Mauna Loa,Confirmed,0.0,-1300,,,,,,Isotopic,14C (uncalibrated)
14826,Taveuni,Confirmed,2.0,-1300,,,,,,Correlation,Tephrochronology
13440,Vulcano,Confirmed,3.0,-1300,,,,,,Correlation,Tephrochronology
11259,"Bravo, Cerro",Confirmed,4.0,-1310,,,,,,Isotopic,14C (uncalibrated)
12352,Soufriere Guadeloupe,Confirmed,3.0,-1310,,,,,,Isotopic,14C (calibrated)
11796,Yucamane,Confirmed,5.0,-1320,,,,,,Isotopic,14C (uncalibrated)
17663,Sheveluch,Confirmed,3.0,-1330,,,,,,Isotopic,14C (calibrated)
17409,Fujisan,Confirmed,5.0,-1350,,,,,,Correlation,Tephrochronology
19232,Krasheninnikov,Confirmed,3.0,-1350,,,,,,Isotopic,14C (calibrated)
19073,Avachinsky,Confirmed,5.0,-1350,,,,,,Isotopic,14C (uncalibrated)
18636,Tokachidake,Confirmed,3.0,-1350,,,,,,Isotopic,14C (calibrated)
17192,Asosan,Confirmed,3.0,-1350,,,,,,Isotopic,14C (calibrated)
15012,Witori,Confirmed,6.0,-1370,,,,,,Isotopic,14C (calibrated)
19146,Karymsky,Confirmed,2.0,-1400,,,,,,Isotopic,14C (calibrated)
10046,Vesuvius,Confirmed,4.0,-1430,,,,,,Isotopic,14C (calibrated)
17872,Nasudake,Confirmed,2.0,-1440,,,,,,Correlation,Tephrochronology
12631,Katla,Confirmed,4.0,-1440,,,,,,Isotopic,14C (calibrated)
11116,Arenal,Confirmed,4.0,-1450,,,,,,Correlation,Tephrochronology
14825,Taveuni,Confirmed,2.0,-1450,,,,,,Correlation,Tephrochronology
14547,Taupo,Confirmed,6.0,-1460,,,,,,Isotopic,14C (calibrated)
13492,Etna,Confirmed,5.0,-1500,,,,,,Observations,Reported
17011,Ata,Confirmed,4.0,-1500,,,,,,Correlation,Tephrochronology
10566,"Orizaba, Pico de",Confirmed,3.0,-1500,,,,,,Isotopic,14C (uncalibrated)
17662,Sheveluch,Confirmed,3.0,-1500,,,,,,Correlation,Tephrochronology
19072,Avachinsky,Confirmed,5.0,-1500,,,,,,Isotopic,14C (calibrated)
20888,Chikurachki,Confirmed,4.0,-1500,,,,,,Correlation,Tephrochronology
20401,Hayes,Confirmed,5.0,-1550,,,,,,Correlation,Tephrochronology
20740,Kilauea,Confirmed,0.0,-1550,,,,,,Isotopic,14C (uncalibrated)
10045,Vesuvius,Confirmed,4.0,-1550,,,,,,Isotopic,14C (calibrated)
12714,Hekla,Confirmed,4.0,-1550,,,,,,Correlation,Tephrochronology
22163,"Maule, Laguna del",Confirmed,0.0,-1550,,,,,,Isotopic,Ar/Ar
20880,Fuss Peak,Confirmed,3.0,-1590,,,,,,Isotopic,14C (calibrated)
13879,Santorini,Confirmed,7.0,-1610,,,,,,Isotopic,14C (calibrated)
17009,Ata,Confirmed,3.0,-1610,,,,,,Correlation,Tephrochronology
20182,Aniakchak,Confirmed,6.0,-1645,,,,,,Sidereal,Ice Core
17661,Sheveluch,Confirmed,3.0,-1650,,,,,,Correlation,Tephrochronology
10145,Mauna Loa,Confirmed,0.0,-1650,,,,,,Isotopic,14C (uncalibrated)
20738,Kilauea,Confirmed,0.0,-1650,,,,,,Isotopic,14C (uncalibrated)
10240,Hualalai,Confirmed,0.0,-1650,,,,,,Isotopic,14C (uncalibrated)
17191,Asosan,Confirmed,3.0,-1650,,,,,,Isotopic,14C (calibrated)
10038,Campi Flegrei,Confirmed,4.0,-1650,,,,,,Correlation,Tephrochronology
11115,Arenal,Confirmed,4.0,-1650,,,,,,Correlation,Tephrochronology
20690,Craters of the Moon,Confirmed,0.0,-1680,,,,,,Isotopic,14C (uncalibrated)
10144,Mauna Loa,Confirmed,0.0,-1700,,,,,,Isotopic,14C (uncalibrated)
17660,Sheveluch,Confirmed,4.0,-1700,,,,,,Correlation,Tephrochronology
18662,Maruyama,Confirmed,2.0,-1700,,,,,,Isotopic,14C (calibrated)
14432,Taranaki,Confirmed,5.0,-1700,,,,,,Isotopic,14C (uncalibrated)
14824,Taveuni,Confirmed,2.0,-1700,,,,,,Correlation,Tephrochronology
12526,Hengill,Confirmed,0.0,-1730,,,,,,Isotopic,14C (calibrated)
12481,Ljosufjoll,Confirmed,2.0,-1750,,,,,,Isotopic,14C (uncalibrated)
19272,Tolbachik,Confirmed,3.0,-1750,,,,,,Correlation,Tephrochronology
20156,Veniaminof,Confirmed,6.0,-1750,,,,,,Isotopic,14C (uncalibrated)
10143,Mauna Loa,Confirmed,0.0,-1750,,,,,,Isotopic,14C (uncalibrated)
14501,Okataina,Confirmed,4.0,-1750,,,,,,Isotopic,14C (calibrated)
20889,Chikurachki,Confirmed,3.0,-1750,,,,,,Correlation,Tephrochronology
20521,St. Helens,Confirmed,5.0,-1770,,,,,,Correlation,Tephrochronology
17008,Ata,Confirmed,4.0,-1780,,,,,,Correlation,Tephrochronology
10142,Mauna Loa,Confirmed,0.0,-1800,,,,,,Isotopic,14C (uncalibrated)
17582,Miyakejima,Confirmed,3.0,-1800,,,,,,Correlation,Tephrochronology
18302,Aogashima,Confirmed,2.0,-1800,,,,,,Isotopic,14C (calibrated)
12488,Reykjanes,Confirmed,2.0,-1800,,,,,,Correlation,Tephrochronology
12095,Villarrica,Confirmed,5.0,-1810,,,,,,Isotopic,14C (uncalibrated)
11083,Rincon de la Vieja,Confirmed,4.0,-1820,,,,,,Isotopic,14C (calibrated)
20512,Adams,Confirmed,1.0,-1850,,,,,,Correlation,Tephrochronology
13028,Agua de Pau,Confirmed,3.0,-1850,,,,,,Isotopic,14C (uncalibrated)
20881,Fuss Peak,Confirmed,1.0,-1850,,,,,,Correlation,Tephrochronology
20520,St. Helens,Confirmed,6.0,-1860,,,,,,Isotopic,14C (calibrated)
10037,Campi Flegrei,Confirmed,4.0,-1870,,,,,,Isotopic,14C (uncalibrated)
10483,Michoacan-Guanajuato,Confirmed,3.0,-1880,,,,,,Isotopic,14C (uncalibrated)
20154,Dana,Confirmed,5.0,-1890,,,,,,Isotopic,14C (uncalibrated)
12291,"Hudson, Cerro",Confirmed,6.0,-1890,,,,,,Isotopic,14C (calibrated)
13545,Ghegham Volcanic Ridge,Confirmed,0.0,-1900,,,,,,Correlation,Anthropology
20179,Black Peak,Confirmed,6.0,-1900,,,,,,Correlation,Tephrochronology
10141,Mauna Loa,Confirmed,0.0,-1900,,,,,,Isotopic,14C (uncalibrated)
12624,Katla,Confirmed,4.0,-1920,,,,,,Isotopic,14C (calibrated)
17371,Sanbesan,Confirmed,4.0,-1920,,,,,,Correlation,Tephrochronology
16692,Parker,Confirmed,4.0,-1920,,,,,,Isotopic,14C (uncalibrated)
12758,Grimsvotn,Confirmed,2.0,-1950,,,,,,Correlation,Tephrochronology
20890,Chikurachki,Confirmed,4.0,-1950,,,,,,Correlation,Tephrochronology
12094,Villarrica,Confirmed,0.0,-1980,,,,,,Correlation,Tephrochronology
11296,"Tolima, Nevado del",Confirmed,5.0,-1990,,,,,,Isotopic,14C (calibrated)
14684,Raoul Island,Confirmed,4.0,-2000,,,,,,Isotopic,14C (uncalibrated)
10036,Campi Flegrei,Confirmed,4.0,-2000,,,,,,Correlation,Tephrochronology
14139,"Marra, Jebel",Confirmed,4.0,-2000,,,,,,Isotopic,14C (calibrated)
19003,Gorely,Confirmed,2.0,-2000,,,,,,Correlation,Tephrochronology
17871,Nasudake,Confirmed,2.0,-2000,,,,,,Correlation,Tephrochronology
17581,Miyakejima,Confirmed,3.0,-2000,,,,,,Isotopic,14C (calibrated)
17659,Sheveluch,Confirmed,5.0,-2000,,,,,,Isotopic,14C (calibrated)
10140,Mauna Loa,Confirmed,0.0,-2000,,,,,,Isotopic,14C (uncalibrated)
12337,Liamuiga,Confirmed,4.0,-2010,,,,,,Isotopic,14C (uncalibrated)
17007,Ata,Confirmed,4.0,-2010,,,,,,Correlation,Tephrochronology
10599,"Chichon, El",Confirmed,5.0,-2030,,,,,,Isotopic,14C (calibrated)
10239,Hualalai,Confirmed,0.0,-2040,,,,,,Isotopic,14C (uncalibrated)
10035,Campi Flegrei,Confirmed,3.0,-2040,,,,,,Correlation,Tephrochronology
14954,Long Island,Confirmed,6.0,-2040,,,,,,Isotopic,14C (uncalibrated)
14027,Rungwe,Confirmed,5.0,-2050,,,,,,Correlation,Tephrochronology
17189,Asosan,Confirmed,3.0,-2050,,,,,,Isotopic,14C (calibrated)
17096,Kirishimayama,Confirmed,3.0,-2050,,,,,,Isotopic,14C (uncalibrated)
20275,Iliamna,Confirmed,4.0,-2050,,,,,,Isotopic,14C (uncalibrated)
10139,Mauna Loa,Confirmed,0.0,-2050,,,,,,Isotopic,14C (uncalibrated)
10330,Northern EPR at 9.8°N,Confirmed,0.0,-2050,,,,,,Isotopic,Uranium-series
18291,Hachijojima,Confirmed,5.0,-2050,,,,,,Correlation,Tephrochronology
19002,Gorely,Confirmed,2.0,-2050,,,,,,Correlation,Tephrochronology
13951,Mutnovsky,Confirmed,2.0,-2050,,,,,,Correlation,Tephrochronology
19271,Tolbachik,Confirmed,3.0,-2050,,,,,,Correlation,Tephrochronology
18711,Mashu,Confirmed,4.0,-2050,,,,,,Isotopic,14C (calibrated)
12905,Askja,Confirmed,0.0,-2050,,,,,,Correlation,Tephrochronology
13150,Erebus,Confirmed,0.0,-2050,,,,,,Isotopic,Ar/Ar
12480,Ljosufjoll,Confirmed,3.0,-2050,,,,,,Correlation,Tephrochronology
12547,Oddnyjarhnjukur-Langjokull,Confirmed,0.0,-2050,,,,,,Isotopic,14C (calibrated)
11520,Cotopaxi,Confirmed,5.0,-2050,,,,,,Correlation,Tephrochronology
20737,Kilauea,Confirmed,0.0,-2080,,,,,,Isotopic,14C (calibrated)
10034,Campi Flegrei,Confirmed,2.0,-2080,,,,,,Correlation,Tephrochronology
17658,Sheveluch,Confirmed,5.0,-2100,,,,,,Isotopic,14C (calibrated)
17374,Izu-Tobu,Confirmed,4.0,-2100,,,,,,Isotopic,14C (calibrated)
10565,"Orizaba, Pico de",Confirmed,3.0,-2110,,,,,,Isotopic,14C (uncalibrated)
10120,Mauna Loa,Confirmed,0.0,-2150,,,,,,Isotopic,14C (uncalibrated)
17657,Sheveluch,Confirmed,3.0,-2150,,,,,,Correlation,Tephrochronology
18902,Mutnovsky,Confirmed,3.0,-2150,,,,,,Correlation,Tephrochronology
10033,Campi Flegrei,Confirmed,5.0,-2150,,,,,,Isotopic,14C (uncalibrated)
19641,Changbaishan,Confirmed,4.0,-2160,,,,,,Isotopic,14C (uncalibrated)
17656,Sheveluch,Confirmed,4.0,-2200,,,,,,Correlation,Tephrochronology
20702,Dotsero,Confirmed,2.0,-2200,,,,,,Isotopic,14C (uncalibrated)
19001,Gorely,Confirmed,2.0,-2200,,,,,,Correlation,Tephrochronology
10493,Chichinautzin,Confirmed,3.0,-2238,,,,,,Isotopic,14C (calibrated)
11113,Arenal,Confirmed,4.0,-2250,,,,,,Correlation,Tephrochronology
10138,Mauna Loa,Confirmed,0.0,-2250,,,,,,Isotopic,14C (uncalibrated)
19000,Gorely,Confirmed,2.0,-2250,,,,,,Correlation,Tephrochronology
19144,Karymsky,Confirmed,4.0,-2250,,,,,,Isotopic,14C (calibrated)
18130,Hakkodasan,Confirmed,3.0,-2250,,,,,,Isotopic,14C (calibrated)
15716,Galunggung,Confirmed,5.0,-2250,,,,,,Isotopic,14C (uncalibrated)
20723,Escanaba Segment,Confirmed,0.0,-2260,,,,,,Isotopic,Uranium-series
12475,Snaefellsjokull,Confirmed,0.0,-2270,,,,,,Isotopic,14C (uncalibrated)
12920,Fremrinamar,Confirmed,0.0,-2300,,,,,,Correlation,Tephrochronology
10564,"Orizaba, Pico de",Confirmed,4.0,-2300,,,,,,Isotopic,14C (uncalibrated)
20904,"Blanco, Cerro",Confirmed,7.0,-2300,,,,,,Isotopic,14C (calibrated)
12710,Hekla,Confirmed,5.0,-2310,,,,,,Isotopic,14C (calibrated)
12326,"Burney, Monte",Confirmed,5.0,-2320,,,,,,Isotopic,14C (calibrated)
10028,Campi Flegrei,Confirmed,3.0,-2330,,,,,,Correlation,Tephrochronology
20518,St. Helens,Confirmed,5.0,-2340,,,,,,Isotopic,14C (calibrated)
10137,Mauna Loa,Confirmed,0.0,-2350,,,,,,Isotopic,14C (uncalibrated)
19142,Karymsky,Confirmed,3.0,-2350,,,,,,Isotopic,14C (calibrated)
10399,Colima,Confirmed,4.0,-2370,,,,,,Isotopic,14C (uncalibrated)
12474,Snaefellsjokull,Confirmed,2.0,-2400,,,,,,Isotopic,14C (uncalibrated)
10043,Vesuvius,Confirmed,5.0,-2420,,,,,,Isotopic,14C (calibrated)
12401,Pelee,Confirmed,4.0,-2430,,,,,,Isotopic,14C (uncalibrated)
10238,Hualalai,Confirmed,0.0,-2440,,,,,,Isotopic,14C (uncalibrated)
17357,Kujusan,Confirmed,4.0,-2440,,,,,,Isotopic,14C (calibrated)
18290,Hachijojima,Confirmed,4.0,-2450,,,,,,Correlation,Tephrochronology
18999,Gorely,Confirmed,3.0,-2450,,,,,,Correlation,Tephrochronology
11452,Atacazo,Confirmed,5.0,-2490,,,,,,Isotopic,14C (uncalibrated)
17655,Sheveluch,Confirmed,3.0,-2490,,,,,,Isotopic,14C (calibrated)
10563,"Orizaba, Pico de",Confirmed,3.0,-2500,,,,,,Isotopic,14C (uncalibrated)
10026,Campi Flegrei,Confirmed,4.0,-2500,,,,,,Correlation,Tephrochronology
14546,Taupo,Confirmed,3.0,-2500,,,,,,Isotopic,14C (calibrated)
19067,Avachinsky,Confirmed,4.0,-2530,,,,,,Isotopic,14C (calibrated)
17654,Sheveluch,Confirmed,3.0,-2530,,,,,,Correlation,Tephrochronology
11340,Dona Juana,Confirmed,4.0,-2550,,,,,,Isotopic,14C (uncalibrated)
10975,Apoyeque,Confirmed,5.0,-2550,,,,,,Correlation,Tephrochronology
12546,Oddnyjarhnjukur-Langjokull,Confirmed,0.0,-2550,,,,,,Correlation,Tephrochronology
20484,Rainier,Confirmed,3.0,-2550,,,,,,Isotopic,14C (uncalibrated)
18289,Hachijojima,Confirmed,3.0,-2550,,,,,,Correlation,Tephrochronology
17488,Yakedake,Confirmed,0.0,-2550,,,,,,Correlation,Tephrochronology
17674,Asamayama,Confirmed,4.0,-2550,,,,,,Correlation,Anthropology
17186,Asosan,Confirmed,1.0,-2550,,,,,,Correlation,Tephrochronology
20689,Craters of the Moon,Confirmed,0.0,-2560,,,,,,Isotopic,14C (uncalibrated)
11344,Galeras,Confirmed,2.0,-2580,,,,,,Isotopic,14C (calibrated)
14545,Taupo,Confirmed,4.0,-2600,,,,,,Isotopic,14C (calibrated)
17905,Adatarayama,Confirmed,3.0,-2600,,,,,,Isotopic,14C (calibrated)
17653,Sheveluch,Confirmed,5.0,-2620,,,,,,Isotopic,14C (calibrated)
11517,Cotopaxi,Confirmed,5.0,-2640,,,,,,Isotopic,14C (uncalibrated)
17095,Kirishimayama,Confirmed,4.0,-2650,,,,,,Isotopic,14C (uncalibrated)
13439,Vulcano,Confirmed,3.0,-2650,,,,,,Isotopic,K/Ar
20511,Adams,Confirmed,2.0,-2650,,,,,,Correlation,Tephrochronology
19027,Tolmachev Dol,Confirmed,4.0,-2650,,,,,,Isotopic,14C (uncalibrated)
19931,Brennisteinsfjoll,Confirmed,0.0,-2660,,,,,,Isotopic,14C (uncalibrated)
12399,Pelee,Confirmed,4.0,-2660,,,,,,Isotopic,14C (calibrated)
17006,Ata,Confirmed,5.0,-2690,,,,,,Isotopic,14C (uncalibrated)
18288,Hachijojima,Confirmed,3.0,-2700,,,,,,Isotopic,14C (calibrated)
10481,Michoacan-Guanajuato,Confirmed,3.0,-2750,,,,,,Isotopic,14C (uncalibrated)
20483,Rainier,Confirmed,2.0,-2750,,,,,,Isotopic,14C (uncalibrated)
10136,Mauna Loa,Confirmed,0.0,-2750,,,,,,Isotopic,14C (uncalibrated)
17652,Sheveluch,Confirmed,3.0,-2750,,,,,,Correlation,Tephrochronology
17558,Myokosan,Confirmed,4.0,-2750,,,,,,Isotopic,14C (calibrated)
18998,Gorely,Confirmed,2.0,-2750,,,,,,Correlation,Tephrochronology
14210,"Fournaise, Piton de la",Confirmed,5.0,-2765,,,,,,Isotopic,14C (uncalibrated)
10237,Hualalai,Confirmed,0.0,-2770,,,,,,Isotopic,14C (uncalibrated)
10562,"Orizaba, Pico de",Confirmed,3.0,-2780,,,,,,Isotopic,14C (uncalibrated)
19208,Kikhpinych,Confirmed,4.0,-2780,,,,,,Isotopic,14C (calibrated)
14544,Taupo,Confirmed,3.0,-2800,,,,,,Correlation,Tephrochronology
18710,Mashu,Confirmed,3.0,-2800,,,,,,Correlation,Tephrochronology
11112,Arenal,Confirmed,4.0,-2800,,,,,,Correlation,Tephrochronology
